#title = mean sea level anomaly North Pacific (Annual signals retained)
#institution = NOAA/Laboratory for Satellite Altimetry
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/)
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.'
#trend = 2.90 mm/year (no glacial isostatic adjustment correction)
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2015.0851,,,-0.37000,
2015.1122,,,-15.67000,
2015.1394,,,4.23000,
2015.1665,,,9.93000,
2015.1938,,,2.33000,
2015.2207,,,1.33000,
2015.2480,,,4.13000,
2015.2751,,,9.23000,
2015.3023,,,16.33000,
2015.3294,,,20.13000,
2015.3565,,,19.93000,
2015.3837,,,19.53000,
2015.4108,,,21.33000,
2015.4380,,,25.03000,
2015.4651,,,34.13000,
2015.4925,,,48.93000,
2015.5195,,,64.53000,
2015.5467,,,69.33000,
2015.5736,,,72.63000,
2015.6009,,,92.33000,
2015.6281,,,103.93000,
2015.6552,,,112.33000,
2015.6824,,,116.13000,
2015.7095,,,109.53000,
2015.7365,,,120.13000,
2015.7636,,,117.93000,
2015.7911,,,102.43000,
2015.8181,,,104.73000,
2015.8452,,,109.23000,
2015.8724,,,113.03000,
2015.8996,,,102.93000,
2015.9267,,,85.43000,
2015.9538,,,78.03000,
2015.9809,,,68.83000,
2016.0079,,,31.73000,
2016.0354,,,19.33000,
2016.0625,,,14.63000,
2016.0895,,,8.53000,
2016.1170,,,14.23000,
2016.1228,,,,9.61000
2016.1438,,,14.53000,16.51000
2016.1710,,,,0.41000
2016.1711,,,-3.17000,
2016.1960,,,,-16.89000
2016.1982,,,-19.37000,
2016.2253,,,4.53000,5.71000
2016.2514,,,3.93000,
2016.2525,,,,1.41000
2016.2797,,,2.63000,1.41000
2016.3068,,,6.53000,4.71000
2016.3338,,,10.23000,8.61000
2016.3610,,,9.53000,11.31000
2016.3880,,,,17.31000
2016.3881,,,18.53000,
2016.4155,,,36.03000,35.21000
2016.4424,,,47.13000,47.21000
2016.4696,,,,39.71000
2016.4697,,,38.63000,
2016.4967,,,,50.91000
2016.4968,,,49.83000,
2016.5240,,,62.33000,62.81000
2016.5512,,,63.23000,
2016.5513,,,,62.81000
2016.5779,,,77.03000,
2016.5780,,,,75.41000
2016.6054,,,92.03000,89.71000
2016.6324,,,97.53000,96.11000
2016.6596,,,103.63000,102.71000
2016.6867,,,108.93000,110.31000
2016.7141,,,106.93000,107.61000
2016.7411,,,110.33000,112.91000
2016.7682,,,,114.61000
2016.7953,,,,117.71000
2016.8227,,,,110.91000
2016.8497,,,,93.51000
2016.8768,,,,95.21000
2016.9042,,,,99.11000
2016.9298,,,,90.21000
2016.9582,,,,73.61000
2016.9853,,,,71.41000
2017.0125,,,,32.51000
2017.0398,,,,23.21000
2017.0671,,,,18.81000
2017.0941,,,,-8.79000
2017.1212,,,,-4.19000
2017.1484,,,,-0.99000
2017.1756,,,,-16.59000
2017.2028,,,,-13.69000
2017.2298,,,,-8.49000
2017.2572,,,,-2.99000
2017.2841,,,,-8.69000
2017.3112,,,,-5.39000
2017.3383,,,,2.31000
2017.3654,,,,-6.79000
2017.3926,,,,2.21000
2017.4197,,,,10.41000
2017.4469,,,,17.61000
2017.4740,,,,15.41000
2017.5011,,,,23.51000
2017.5284,,,,43.31000
2017.5555,,,,61.31000
2017.5829,,,,80.51000
2017.6098,,,,72.91000
2017.6370,,,,88.21000
2017.6640,,,,79.41000
2017.6915,,,,92.41000
2017.7186,,,,95.31000
2017.7456,,,,100.91000
2017.7729,,,,111.51000
2017.7999,,,,102.61000
2017.8273,,,,90.61000
2017.8543,,,,82.71000
2017.8814,,,,74.81000
2017.9084,,,,64.11000
2017.9354,,,,63.41000
2017.9627,,,,56.91000
2017.9900,,,,27.11000
2018.0169,,,,22.61000
2018.0442,,,,27.51000
2018.0714,,,,19.41000
2018.0985,,,,4.61000
2018.1257,,,,9.91000
2018.1528,,,,10.11000
2018.1799,,,,-11.39000
2018.2070,,,,-5.79000
2018.2343,,,,5.31000
2018.2616,,,,-2.19000
2018.2887,,,,11.01000
2018.3157,,,,18.71000
2018.3430,,,,15.51000
2018.3699,,,,16.71000
2018.3973,,,,19.91000
2018.4244,,,,43.61000
2018.4516,,,,51.81000
2018.4786,,,,49.01000
2018.5059,,,,65.01000
2018.5328,,,,85.61000
2018.5599,,,,86.71000
2018.5871,,,,102.21000
2018.6142,,,,121.51000
2018.6415,,,,114.71000
2018.6687,,,,112.81000
2018.6959,,,,123.31000
2018.7230,,,,125.11000
2018.7501,,,,122.51000
2018.7772,,,,114.21000
2018.8044,,,,108.31000
2018.8316,,,,110.11000
2018.8586,,,,109.51000
2018.8858,,,,93.01000
2018.9128,,,,88.71000
2018.9399,,,,75.51000
2018.9677,,,,66.11000
2018.9945,,,,81.41000
2019.0213,,,,42.81000
2019.0487,,,,32.81000
2019.0756,,,,33.91000
2019.1031,,,,38.91000
2019.1303,,,,32.41000
2019.1461,,,,20.01000
2019.1879,,,,23.01000
2019.2117,,,,25.01000
2019.2388,,,,12.81000
2019.2598,,,,16.71000
2019.2932,,,,19.01000
2019.3203,,,,11.21000
2019.3474,,,,19.91000
2019.3743,,,,25.71000
2019.4017,,,,38.01000
2019.4289,,,,24.21000
2019.4559,,,,53.01000
2019.4832,,,,68.31000
2019.5102,,,,80.51000
2019.5377,,,,82.61000
2019.5645,,,,89.41000
2019.5918,,,,87.91000
2019.6190,,,,104.41000
2019.6460,,,,126.01000
2019.6733,,,,129.31000
2019.7002,,,,129.71000
2019.7273,,,,119.61000
2019.7544,,,,111.21000
2019.7818,,,,115.41000
2019.8088,,,,123.51000
2019.8360,,,,114.11000
2019.8632,,,,105.91000
2019.8901,,,,96.71000
2019.9175,,,,77.31000
2019.9448,,,,75.31000
2019.9716,,,,76.81000
2019.9992,,,,70.41000
2020.0263,,,,72.91000
2020.0531,,,,44.11000
2020.0750,,,,36.31000
2020.1164,,,,74.11000
2020.1348,,,,36.71000
2020.1618,,,,29.11000
2020.1890,,,,24.21000
2020.2161,,,,15.71000
2020.2434,,,,19.31000
2020.2703,,,,28.81000
2020.2976,,,,24.21000
2020.3248,,,,21.21000
2020.3519,,,,34.21000
2020.3789,,,,59.91000
2020.4061,,,,64.01000
2020.4333,,,,68.21000
2020.4594,,,,74.71000
2020.4875,,,,80.91000
2020.5146,,,,81.41000
2020.5420,,,,95.91000
2020.5689,,,,102.31000
2020.5963,,,,100.51000
2020.6233,,,,111.81000
2020.6504,,,,119.71000
2020.6776,,,,117.71000
2020.7048,,,,121.31000
2020.7318,,,,129.11000
2020.7591,,,,128.71000
2020.7816,,,,140.61000
