"city","city_ascii","province_id","province_name","lat","lng","population","density","timezone","ranking","postal"                                                                                                         ,"id"
"Vancouver","Vancouver","BC","British Columbia","49.2500","-123.1000","2264823","5492.6","America/Vancouver","1","V6Z V6S V6R V6P V6N V6M V6L V6K V6J V6H V6G V6E V6C V6B V6A V5S V5P V5Z V5N V5L V5M V5K V5V V5W V5T V5R V5X V5Y","1124825478"
